Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
Gamenous,Gamenous,Cold,bet - estudo,2,information technology & services,"",http://www.gamenous.com,http://www.linkedin.com/company/gamenous,https://facebook.com/Gamenous,https://twitter.com/Gamenous,"",Hyderabad,Telangana,India,500081,"Hyderabad, Telangana, India, 500081","social games, gamification, complex event processing, rummy, sports betting, loyalty engine","","","Gmail, Google Apps, Google Cloud Hosting, JQuery 2.1.1, Oracle Cloud, Mobile Friendly, Bootstrap Framework, Nginx","","","","",205000,"",632476eabff6cc00cbc03447,"","Gamenous is your Gaming Solutions Partner. We create intricate game experiences by integrating Gamification and Social Media Interactions in our Game Platform.

Who?
Gamenous team consists of Product Managers, Software Architects and Developers that love to make great products.

Why?
Gamenous is founded by passionate individuals to build games for everyone to own and operate seamlessly!

How?
We are driven to embrace latest technologies to simplify game development and gamification experience. We believe in creating innovative game platforms and take pleasure in fast, simple and elegant solutions to complex gaming requirements.


Our Games So Far: 

RocketRummy.com - Experience the thrill of playing and Owning a Multiplayer Rummy Software! Play Rummy with your Friends and meet new people from all over the world! You can also invite your friends to your private clubroom for private game play!

DaQuiz.com - DaQuiz is a fast paced addictive trivia game built around Bollywood, Cricket and English Vocabulary for your Android device. Movie buffs, Cricket fanatics can test their mettle by taking this challenging quiz. You can test your English Vocabulary Skills by playing our 'Word Meaning' and 'Scrambled Words' Quizzes. The app has 50000+ questions and we are adding more every day!

BetGuru.in - Betguru.in introduces a radically new Fantasy Cricket Tournament Game! Watch the game and predict the score and match details during live game and compete against your friends and other fans of the game.",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62ffbf1988105200011ba592/picture
CM3 Ingénierie,CM3 Ingénierie,Cold,bet - estudo,4,information technology & services,"",http://www.cm3gaming.com,http://www.linkedin.com/company/cm3-gaming,"","",16 Chemin de Puissanton,Vallauris,Provence-Alpes-Côte d'Azur,France,06220,"16 Chemin de Puissanton, Vallauris, Provence-Alpes-Côte d'Azur, France, 06220","horse betting, sports betting, africa","",Les experts de la prise de pari,"Mobile Friendly, Bootstrap Framework, Apache, Google Font API, WordPress.org","","","","","","",632476fa0203a300a3c961ce,"","CM3 Ingénierie : les experts de la prise de pari

Notre métier : concevoir des solutions innovantes de terminaux et de plates-formes logicielles dédiées à la prise de pari

Depuis plus de 20 ans, nos experts, sont sur le terrain aux côtés de nos clients (plus de 5000 points de vente équipés). Nous développons et adaptons nos solutions, dans une logique d'évolution permanente et de collaboration étroite avec les grands acteurs du secteur (PMC, PMU, EDITECH, LUDWIN, PMU International) et notre communauté de clients.
Notre approche : répondre aux enjeux économiques, technologiques et marketing de nos clients,

Parce que nous connaissons parfaitement les enjeux et les attentes de nos clients, nous favorisons les solutions qui répondent à leur marché et développent, de façon sécurisée, leur activité de prise de pari, grâce à des solutions évolutives, personnalisables et interopérables, parfaitement adaptées à leur environnement d'exploitation.
Notre expertise : une double compétence métier et technologique

Chez CM3 Ingénierie, nous avons développé une forte expertise dans le pari mutuel et la gestion des réseaux de points de vente en axant nos compétences sur les solutions technologiques innovantes et une parfaite connaissance du métier. Nos bureaux sont basés au coeur de la technopole de Sophia Antipolis, à Vallauris, sur la Côte d'Azur.",1996,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/627a19a2fc6b3b0001a4d05f/picture
"Bait, Inc.",Bait,Cold,bet - estudo,1,sports,"",http://www.linedrive.io,http://www.linkedin.com/company/bait-inc.,"","",2718 W Roscoe St,Chicago,Illinois,United States,60618,"2718 W Roscoe St, Chicago, Illinois, United States, 60618",sports betting,"","","Google Cloud Hosting, NSOne, Gmail, Google Apps, Mobile Friendly, Google AdSense","","","","","","",632476fa0203a300a3c961cf,"",Peer to peer sports betting platform making casual and active sports betting more convenient for everyone.,2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62c83e382fccdb0001012bb6/picture
GALA Sports,GALA Sports,Cold,bet - estudo,13,entertainment,"",http://www.galasports.net,http://www.linkedin.com/company/gala-sports,"","","",Shenzhen,Guangdong Province,China,"","Shenzhen, Guangdong Province, China","mobile games, tablet games, mobile game publishing, sports technology, mobile game marketing, sports betting, game development, game designing","",GALA Sports：用科技为世人呈现震撼的体育,"Mobile Friendly, Nginx, Bootstrap Framework, Zencoder","","","","","","",6324770adda6fd00a3112be2,"","GALA Sports is a fresh, inventive and emerging interactive mobile game entertainment company. 

With a dream to offer superior gaming content to users worldwide, GALA Sports was initially established as Limboworks in 2013. With its headquarters in Shenzhen and offices in Hong Kong, Chengdu and Hangzhou.  We 
are constantly striving to create connected experiences that ignite the emotion of sports with games like Football Master(Worldwide) and NBA Basketball Master (Greater China Market). Football Master was our first valuable creation which received blockbuster response in China and South East Asia.

Our games are available across major interactive platforms on a universal stage, from mobile phones to tablets. For the widest possible reach and success, we have offered the game on Android and iOS platforms. Over these successful four years, not only Limboworks has carved a reputation and had a fair share of revenue, but has also cultivated an active community of our super fans.

Our super fans use their expert game knowledge and love for football to inform GALA Sport's game development and assist other gamers. Our management team wanted to offer fans a forum to collaborate and communicate with the whole Football Master community, a place where new ideas could be generated and new customers could become engaged.

The shape of competition has changed and evolved in every business segment. Gaming has spread to a number of platforms, but at the end of the day, the platform that is always closest to us, is mobile. Mobile is where the future of gaming lies. And this is the reason we have keen desire to evolve this new gaming arena. After our success and positive critics in football, we wish to offer our users, old and new, creative and fascinating experience of other major team sports like Basketball, Ice Hockey, Cricket, Baseball etc.


Also, Like us on Facebook : https://www.facebook.com/GALAsports13/

Follow us on Twitter : @GALA_sports13",2013,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62ed403193ccdc00011739cb/picture
BettorDone,BettorDone,Cold,bet - estudo,2,gambling & casinos,"",http://www.bettordone.com,http://www.linkedin.com/company/bettordone,"","",1810 E Sahara Ave,Las Vegas,Nevada,United States,89104-3707,"1810 E Sahara Ave, Las Vegas, Nevada, United States, 89104-3707","igaming platform, affiliate & user acquisition, sports betting platform, turn key solutions","","","Route 53, Gmail, Google Apps, Microsoft Office 365, DigitalOcean, Microsoft Azure, Mobile Friendly, Ubuntu, WordPress.org, Apache, Google Font API","","","","","","",63247748eef37300a31a3f7f,"","The first and only 360°, turnkey, and vertically-integrated 
sports, casino, gaming, and media company",2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63204de85c688800019bf9c9/picture
bayesic.,bayesic,Cold,bet - estudo,2,information technology & services,"",http://www.bayesic.co.uk,http://www.linkedin.com/company/rmtechuk,"","","",London,England,United Kingdom,"","London, England, United Kingdom","r, sports betting, python, c, artificial intelligence, consulting, statistical modelling, data science, machine learning","","","Gmail, Google Apps, Google Analytics, Weebly, Apache, Mobile Friendly, Typekit, Google Font API, reCAPTCHA","","","","","","",6324775b99f51700e396f63f,"","Data Science and Technology consultancy which specializes in:

- Machine Learning and Artificial Intelligence
- Statistical and Mathematical modelling
- High frequency trading algorithms
- Sports Betting and Professional Services sectors
- Cryptocurrency and Blockchain technology",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62dbf31ba08240000168b63d/picture
Casino And Sports Betting,Casino And Sports Betting,Cold,bet - estudo,0,"","",http://www.casino1sports.com,"","","","","","","","","","","","","","","","","","","",6324775b99f51700e396f641,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fe70acbbd2d0c0001dc221e/picture
Touch Down Tech.,Touch Down Tech,Cold,bet - estudo,2,information technology & services,"","",http://www.linkedin.com/company/touch-down-tech,"","","","",İstanbul Province,Turkey,"","İstanbul Province, Turkey","online casino platform, bitcoin casino solution, sportsbetting solution, online bitcoin games","","","","","","","","","",6324775b99f51700e396f646,"","Touch Down Tech Company is a provider of software for bookmaker offices and business with a guarantee of high reliability and the most favorable conditions for the operators of lotteries, casinos and sportsbetting shops.",2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63062c65b6502c0001535188/picture
Brand Architects,Brand Architects,Cold,bet - estudo,1,marketing & advertising,"",http://www.marketingbook.co.uk,http://www.linkedin.com/company/brandsbandwagonsbullshit,"","","",London,England,United Kingdom,"","London, England, United Kingdom","digital marketing, conference presentation, social media, vip management, viral media, global marketing integration, brand creation, brand architecture, seo, acquisition, reactivation, sports betting, pr, conversion, localisation, display, marketing strategy, ppc, affiliate marketing, crm, casino, public relations, advertising, integrated marketing, c suite marketing strategy, copywriting, attribution modelling, gambling marketing, retention, b2b events","","Brands, Bandwagons & Bullshit is an essential new marketing book by veteran British CMO Harry Lang. The book is the best marketing book for students and first jobbers planning their career as well as professionals who want to understand the basics of marketing, advertising, PR and media.","Google Cloud Hosting, Wix, Facebook Comments, Varnish, Mobile Friendly","","","","","","",6324775b99f51700e396f64b,"","Brand Architects exists to solve critical brand and marketing issues facing my clients, whether global, local or startup. 

My step by step, collaborative approach can take as little as a matter of days from initiation to new brand architecture completion and costs significantly less than traditional brand design agencies . 

I also provide a broad range of marketing services and solutions to help businesses such as yours facilitate change, optimize performance and beat your marketing KPIs.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62fc7e8bb94aeb0001c08f8a/picture
Popular Online Casino,Popular Online Casino,Cold,bet - estudo,0,"","",http://www.popular-online-casino.com,"","","","","","","","","","","","There has never been a better time to sign up at an online casino, as you can get fantastic bonuses which can be used to play dozens of exciting games.","Cloudflare DNS, CloudFlare Hosting, Google Analytics, WordPress.org","","","","",10000000,"",63247763c5456a00cc930adf,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fe98414da10880001a5b838/picture
Odin Technologies Limited,Odin Technologies Limited,Cold,bet - estudo,0,"","",http://www.odin.co.uk,http://www.linkedin.com/company/odintechnologieslimited,https://facebook.com/odintechnology,https://twitter.com/OdinTech,Old Northern Highway,Belize City,Belize,Belize,"","Old Northern Highway, Belize City, Belize, Belize","sport statistics, fanatsy sports, blockchain, statistics, ethereum, sports betting",'+44 118 903 6101,"","","","","","",1810000,"",63247779d515f000a34b66f1,"","We specialise in sport statistics and prognosis as well as solutions related to online gaming and sports betting.
1)Development of algorithms and mathematical solutions to increase the chance of correctly predictions an outcome of the sport event.
2) Development of blockchain powered platforms related to online gaming and sports betting.",2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62f37ea5c15ac00001ab17bc/picture
BC Online Casino,BC Online Casino,Cold,bet - estudo,0,"","",http://www.bconlinecasino.net,"","","","","","","","","","","","For the best in real BC online casino gambling, select one of these safe and new Canada online casinos. Play blackjack, roulette, craps, slots and video poker.","Mobile Friendly, Bootstrap Framework, Apache","","","","","","",6324778e8df25800e19443a6,"","","",""
Plaza Holdings Inc,Plaza Holdings,Cold,bet - estudo,2,gambling & casinos,"",http://www.plazaholdings.com,http://www.linkedin.com/company/plaza-holdings-inc,"","","",Toronto,Ontario,Canada,"","Toronto, Ontario, Canada","partnerships, crm, brands, casino, direct marketing, affiliate performance marketing, loyalty, conversion, sports betting, product marketing, live casino, virtual sports, marketing strategy, vip, media, gamification, esports, programmatic, acquisition, retention","","","WordPress.org, Google Font API, Mobile Friendly","","","","","","",6324778e8df25800e19443aa,"","The team at Plaza Holdings Inc. are entrepreneurial, with large-scale ambition, strategic thinking, have a tight grip on metrics, operational and marketing excellence, with infectious energy and passion.
We are gamers at heart. We love everything about igaming, be it free to play games and quizzes, esports, betting on sports, casino, virtual horseracing or football - we play it, we watch it, we live and breathe it!
After many years of working and consulting in the igaming industry, we decided the time was right for us to pool our collective knowledge and resources and start up our own igaming company.",2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6322a3c7ae02360001c2035c/picture
Nodepositcasino.info - Online Casino Guide,Nodepositcasino.info,Cold,bet - estudo,0,"","",http://www.casinoonlinebets.com,"",https://facebook.com/pages/Casin%C3%B2-Online-AAMS/302641253118104,https://twitter.com/NoDepositCas,"","","","","","","","","凯时kb88官方网址线路检测【 AG2020.TV 】凯时娱乐只为非同凡响位于菲律宾马尼拉,菲律宾凯时娱乐集团运营,凯时娱乐为用户提供更好的安全保障。凯时娱乐致力于打造亚洲最佳的游戏平台！","ASP.NET, Mobile Friendly, Microsoft-IIS","","","","",151000,"",632477a37ac5f000b5058c72,7372,"","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5fea396d106f740001328522/picture
PaySafeCard Online Casino Search Tool,PaySafeCard Online Casino Search Tool,Cold,bet - estudo,0,"","",http://www.depositpsc.com,"","","","","","","","","","","","Visit our page to find out what online casinos with PaySafeCard deposit are available. If you are looking for sites that accept PaySafeCard as a payment method, you are located at.","Cloudflare DNS, CloudFlare Hosting, Mobile Friendly, Google Tag Manager, Google Font API, WordPress.org","","","","","","",632477ae05db6100a4e88b91,"",Use our Online Casino Accepting PaySafeCard Search Tool to find your favorite Online Casino games at Deposit PaySafeCard.,2019,""
Probability Limited,Probability Limited,Cold,bet - estudo,2,gambling & casinos,"","",http://www.linkedin.com/company/probability-limited,"","","",London,England,United Kingdom,WC1R 4QR,"London, England, United Kingdom, WC1R 4QR","casino games, online gaming, land based gaming, social gaming, html5 games, sports betting, virtual reality games, it, virtual sports, fantasy sports, live casino for smartphones, binary options, derivatives trading, sportsbook, lottery","",Probability Gaming was founded keeping mind the concurrent boom in online casino gaming opportunities.,"Outlook, Amazon AWS, WordPress.org, YouTube, Mobile Friendly, reCAPTCHA, Google Font API, Google Tag Manager, Bootstrap Framework","","","","","","",632477b4e1a73c00a37371b4,"","",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/5db970e560398c0001b3c5c0/picture
Gary Christie Racing,Gary Christie Racing,Cold,bet - estudo,4,gambling & casinos,"",http://www.tipsterplatforms.co.uk,http://www.linkedin.com/company/gary-christie-racing,https://www.facebook.com/TemplateMonster/,https://twitter.com/CherryFramework,Thorn Business Park,Hereford,England,United Kingdom,HR2 6,"Thorn Business Park, Hereford, England, United Kingdom, HR2 6","sports betting, football tips, gambling, racing tips","",|,"reCAPTCHA, GetResponse, Google Analytics, Google Font API, WordPress.org, Mobile Friendly, Nginx, Google Plus, ASP.NET, Facebook Widget, Microsoft-IIS, jPlayer, Bootstrap Framework, Google Maps","","","","",2000000,"",632477b8dc70a000e2dbe069,7900,"Gary Christie Racing provides football and horse racing betting advice via text message.

Those interesting in receiving Gary's exclusive racing information each day can register for free on the Tipster Platforms website at www.tipsterplatforms.co.uk/tipsters/gary-christie.php.  Having done so, members will receive free text messages each time there is a potential bet, and should they wish to receive the tip, they simply reply with the word WIN.  The 'tips' are charged at just £1 per point (bets advised at 1 -5 points).

Football bets are charged at a flat fee of £20 per week.

Facebook: https://www.facebook.com/pages/Gary-Christie-Racing/129921507092384
Twitter: @GaryChristie
www.tipsterplatforms.co.uk",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/605cb956719abc0001020fa9/picture
playcard®,playcard®,Cold,bet - estudo,1,financial services,"",http://www.playcard.hu,http://www.linkedin.com/company/playcard%c2%ae,"","",8 Meder utca,Budapest,Budapest,Hungary,1138,"8 Meder utca, Budapest, Budapest, Hungary, 1138","financial services, ecommerce, online gaming, online casino, online gambling, adult industry, cash topup system, closedreleased card, mastercard, online services, payment solution, esports, online bet","","FORPSI je Evropská housingová společnost. Nabízí služby webhostingu, serverhostingu, registrace doménových jmen a www stránky na serverech Windows/Linux.",Apache,"","","","","","",632477b8dc70a000e2dbe06f,"","playcard® is founded and based in Budapest, Hungary. 

playcard® has been created for the purpose to offer online gamers an easy, fast, safe, and exclusive transactional solution. 
playcard® is in a business partnership with Cardnet Zrt., Peak Services Ltd, and MasterCard. 
We took the successful FestiPay system as technical background and developed it to create playcard®, a revolutionary payment method for gamers. 

We offer a cash top-up system (with over 3500 trading units) that supports 18+ contents such as online casinos, online gambling, e-sports, adult content, e-commerce, insurance.",2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/60e6a596ed55750001c5aa9a/picture
EMITplus s.r.o.,EMITplus s.r.o,Cold,bet - estudo,1,information technology & services,"",http://www.emitplus.sk,http://www.linkedin.com/company/emitplus-s.r.o.,"","","",Bratislava,Bratislava Region,Slovakia,"","Bratislava, Bratislava Region, Slovakia","f77, digital, linux, sql, javascript, java, c, eclipse, digitalisation, ruby, software development, analysis & design, unix, sports betting systems, software, web & mobile development, fortran, assembler, php, speech therapy software, website","","","Apache, Phusion Passenger","","","","","","",632477c2d515f000a34b691d,"","EMITplus provides services in the field of design, development, implementation and maintenance of different software products and services connected with these.  Our main goal is to provide high quality solutions for our customers.

Our key competences:
Software development: analysis and design, mainly background (database, communication)
We are experts in: C/C++, Fortran/F77 and very good at: C#, VisualBasic, VBA, Java, Ruby, JavaScript, PHP, Assembler, SQL; UNIX/Linux; Eclipse, SVN, Git",1994,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/628e434c1465b800014985f9/picture
Betting.com,Betting.com,Cold,"GAMBLING ALEXA 500, bet - estudo",5,gambling & casinos,"",http://www.betting.com,http://www.linkedin.com/company/bettingdotcom,https://www.facebook.com/bettingmetrics/,https://twitter.com/bettingmetrics,35 Kingsland Road,London,England,United Kingdom,E2 8AA,"35 Kingsland Road, London, England, United Kingdom, E2 8AA","analytics, sports, data, gambling, information technology, vice, business intelegence, entertainment, tracking bets, analysing historical data, sports betting, betting, affiliate, odds, tips, tipping",'+44 75 8884 8899,"","Cloudflare DNS, SendInBlue, Gmail, Google Apps, CloudFlare Hosting, CloudFlare, Digital Ocean Spaces, React, Bootstrap Framework, Hotjar, WordPress.org, Typekit, Google Tag Manager, Mobile Friendly",196495,Seed,196495,2019-04-15,2500000,"",628fbdfb3873a000f75d7f19,"","Betting.com is a software that aims to revolutionse the iGaming affiliate industry by switching the focus from content to engagement and interaction with the user. We are providing a software that combine all betting activities in one place. We offer fast and reliable odds comparison, bet placement directly from our site, market place where tips can be bought and sold, the most advanced portfolio management software - bet tracker, analytics and bankroll management tools, as well as bookmaker reviews and betting university.",2016,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6318bcd53dd6f20001aa71de/picture
Gaming Innovation Group,Gaming Innovation Group,Cold,"GAMBLING - 10/06/2022, bet - estudo",610,gambling & casinos,"",http://www.gig.com,http://www.linkedin.com/company/gig-gaming-innovation-group,https://www.facebook.com/GamingInnovationGroup/,https://twitter.com/GIG_online/,28 Nannasgade,Copenhagen,Capital Region of Denmark,Denmark,2200,"28 Nannasgade, Copenhagen, Capital Region of Denmark, Denmark, 2200","igaming, platform provider, performance marketing, sports betting services, software, payment provider, app development, data platform, realtime data, odds, risk management, marketing compliance, omnichannel, frontend development, managed services, sportsbook, media, affiliate, affiliate marketing",'+356 2133 7578,Trust GiGs award-winning iGaming Platform and Sportsbook solution to digitally transform your business in a multitude of regulated markets,"Cloudflare DNS, Sendgrid, Gmail, Pardot, Google Apps, Microsoft Office 365, Greenhouse.io, CloudFlare Hosting, Rackspace MailGun, SparkPost, Zendesk, VueJS, Atlassian Cloud, reCAPTCHA, YouTube, Mobile Friendly, WordPress.org, Google Analytics, Google Tag Manager, FullStory",105418708,Other,27617750,2022-04-01,93506000,"",62a366e9e0a5d700a309768c,7371,"At GiG, We strive to be the leading platform and media provider for land-based operators worldwide via our innovative, scalable and quality technology. We help our partners to drive sustainable growth by delivering world-class gaming, betting, media and turnkey platform solutions and services to operators and their customers.

Our powerful platform is at the core of our business, built for innovation, to be adaptable to change and to provide the best customer experience and user journey every time. Designed mobile-first, our optimised sportsbook delivers a seamless betting experience, tailored for your retail and digital channels.

Through our industry-leading media affiliate business, we offer our clients a major competitive advantage, by helping you grow, quickly by generating qualified leads through key digital marketing channels including SEM/PPC and SoMe. Our media business operates a number of content rich websites including casinotopsonline.com and wsn.com.

General enquiries: sales@gig.com",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631c0ef7301fa400014dd9e7/picture
Kindred Group,Kindred Group,Cold,"GAMBLING - 10/06/2022, bet - estudo",1900,gambling & casinos,"",http://www.kindredgroup.com,http://www.linkedin.com/company/kindred-group-plc,https://www.facebook.com/KindredGroup/,https://twitter.com/KindredGroup,1 Embankment Place,London,England,United Kingdom,WC2N 6NN,"1 Embankment Place, London, England, United Kingdom, WC2N 6NN","sports betting, mobile betting, casino, poker, bingo, live casino, games, mobile casino, responsiblegambling",'+44 7887 996116,"Kindred Group has brought together leading and successful online gambling brands, forming one of the largest gambling companies in the world. Learn everything you need to know about Kindred Group, our values, company initiatives, careers, news and much more!","Mailchimp Mandrill, SMTP.com, Mimecast, Outlook, Microsoft Office 365, Zendesk, CloudFlare Hosting, Cloudflare DNS, Gmail, Google Apps, Microsoft Application Insights, Atlassian Cloud, Google Analytics, Mobile Friendly, ASP.NET, EPiServer","","","","",37830000,"",62a366e9e0a5d700a3097690,"","What started as Unibet in 1997, is today Kindred, one of world's leading online gambling operators with business across Europe, US and Australia, offering over 30 million customers across 9 brands a great form of entertainment in a safe, fair and sustainable environment.

Since the very beginning, Kindred was built upon clear values and a strong culture. We are 2000 people representing over 60 nationalities, located across offices in 13 locations. As an innovative company that builds on trust, we have led the development into areas such as Tech, mobile solutions, new product launches and sustainable gambling.",1997,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631aba19b9b09000011788a1/picture
Ladbrokes Coral PH,Ladbrokes Coral PH,Cold,"GAMBLING - 10/06/2022, bet - estudo",5100,gambling & casinos,"",http://www.ladbrokescoral.com,http://www.linkedin.com/company/ladbrokescoralcareers,"","","","","",United Kingdom,"",United Kingdom,"sports betting, gaming, sportsbook, retail, technology, marketing, trading",442088688899,"","Salesforce, Gmail, Outlook, Google Apps, Microsoft Office 365, Amazon AWS, Atlassian Cloud, Amazon SES","","","","","","",62a366e9e0a5d700a3097694,"","Ladbrokes Coral provides customers with exciting, simple and responsible betting and gaming experiences, delivered by the most passionate and committed people in the industry.

Our origins lie in the traditional business of providing betting services to generations of British customers on horse and greyhound racing. Today, we've got the biggest UK high street presence in the industry, a growing online business and leading positions in some of the world's best markets internationally. Our recent acquisition by GVC has opened up unrivaled opportunities for further growth and success.

As one of the largest betting and gaming companies, and a member of the FTSE 100 index, we aim to meet the highest standards in everything we do, from the way we run our business, to how we support our people, our customers and the communities we work in. With the best betting and gaming brands and the best people, we aim to lead the field and shape the future of responsible gambling.

Want to join us on our journey? There couldn't be a better time.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bed6c6fb5cf00019fad9e/picture
10Bet,10Bet,Cold,"GAMBLING - 10/06/2022, bet - estudo",61,gambling & casinos,"",http://www.10bet.com,http://www.linkedin.com/company/10bet,https://www.facebook.com/10bet/,https://twitter.com/10betSports,Triq Sant'Andrija,Saint Julian's,"",Malta,STJ,"Triq Sant'Andrija, Saint Julian's, Malta, STJ","sportsbook, live sports betting, bookmakers, online casino, online betting, live casino, mobile sports betting, mobile casino, bookmaker, sports betting, live betting",'+356 2778 0155,Exciting bets and live online sports betting. Some of the best odds around from the world’s top sporting events. Plus up to $/€ 50 welcome bonus.,"Akamai, UltraDns, Outlook, Microsoft Office 365, Zendesk, Nginx","","","","",4000000,"",62a36725fb082900caf550e4,"","At 10bet, every edge-of-the-seat event, every action-packed game, every hot new slot and every promotion is designed with the bettor in mind. With over 16 years' experience, we've focused on creating one of the most exciting, forward-thinking, bettor-focused sports and casino betting sites in the world. We now cover over 60 sports – and every day we're looking for new ways to make things bigger and better. We do it by putting our bettors first, always.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bf5127da90700012be1d0/picture
"Slotegrator, Inc.",Slotegrator,Cold,"GAMBLING - 10/06/2022, bet - estudo",180,gambling & casinos,"",http://www.slotegrator.pro,http://www.linkedin.com/company/slotegrator,"","",Dorieon,Limasol,Limasol,Cyprus,"","Dorieon, Limasol, Limasol, Cyprus","gambling software, casino software, online casino platform, online gaming license, online casino games, casino game aggregator, igaming, gambling, live casino, api, betting platform, affiliate marketing, payment methods, malta gambling license, curacao gambling license",35725010473,"","Cloudflare DNS, Gmail, Google Apps, Microsoft Office 365, CloudFlare Hosting","","","","",12000000,"",62a3677141003300a344fbd9,"","Since our foundation in 2012, we have grown into a team of 120 professionals from all over the world, with two offices in Central Europe and the Eastern European region. Operating in a variety of markets, we have successfully launched over 60 projects, ensuring their daily operations ever since.

- Turnkey or White Label Online Casino Solution
- Best Games Integration
- Obtaining iGaming licenses

In short, we offer everything your business needs to get going.

You can request more information and a quote on our site.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b1625216f4a0001439381/picture
EGT Digital,EGT Digital,Cold,"GAMBLING - 10/06/2022, bet - estudo",260,gambling & casinos,"",http://www.egt-digital.com,http://www.linkedin.com/company/egt-digital,"","","",Sofia,Sofia City Province,Bulgaria,"","Sofia, Sofia City Province, Bulgaria","online casino, sportsbook, gaming platform, lottery, slot games, betting, live betting, gambling, online gambling, jackpots, esports, igaming, sports software","","","Cloudflare DNS, Outlook, CloudFlare Hosting","","","","","","",62a367a1e0a5d700a3097b3c,"","👉EGT Digital is a next-generation tech company focused on providing products across all online gaming verticals: Sportsbook, Casino, Live Casino, Lottery games, as well as the all-in-one solution a gambling platform

👉We empower operators to leverage from EGT's immense industry experience combined with fine grain technologies and the ebullience of one of the fastest-growing enterprises on the market. 

👉The company is focused on servicing operators in regulated markets, helping them achieve competitive advantage and supporting them with revolutionary tech-innovations, constant improvement of the product and continually expanding its portfolio, all backed up by the best business intelligence and process automation. 

👉EGT Digital is a company part of the Euro Games Technology (EGT) Group, headquartered in Bulgaria and being amongst the fastest growing enterprises in the global gaming industry.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631982aefbc5110001cfd8dc/picture
Intralot BV,Intralot BV,Cold,"GAMBLING - 10/06/2022, bet - estudo",31,gambling & casinos,"","",http://www.linkedin.com/company/intralot-bv,"","",20 Nachtwachtlaan,Amsterdam,Noord-Holland,Netherlands,1058 EA,"20 Nachtwachtlaan, Amsterdam, Noord-Holland, Netherlands, 1058 EA","intralot, a public listed company, is the leading supplier of integrated gaming & transaction processing systems, innovative game content & sports betting management, to statelicensed gaming organizations worldwide","","","","","","","","","",62a3685072bf4600a3a34239,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631f1328fdcf5f00011ce586/picture
