Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
OpenSesame,OpenSesame,Cold,"Consumer Goods, learning - estudo",290,e-learning,wladimir.barros@paylivre.com,http://www.opensesame.com,http://www.linkedin.com/company/opensesame_2,http://www.facebook.com/opensesamenow,http://www.twitter.com/opensesame,1629 Southwest Salmon Street,Portland,Oregon,United States,97205,"1629 Southwest Salmon Street, Portland, Oregon, United States, 97205","enterprise software, education, marketplaces, corporate training, software, information technology, elearning, online courses, mlearning, online marketplace, compliance training, technology training, healthcare training, business skills training, safety training, software training, learning & development, l, d, soft skills training, leadership training, management training, lms, it training, hr compliance training, risk management training, cybersecurity training, career development, organizational development",'+1 503-808-1268,Transform your workforce with OpenSesame. Thousands of eLearning courses from the world’s top publishers that work perfectly in your LMS.,"Fastly CDN, Route 53, Gmail, Google Apps, Segment.io, Mixpanel, StatusPage IO, Pardot, Zendesk, Sage Intacct, Pantheon, Atlassian Cloud, Drift, React Redux, Wistia, Google Tag Manager, Eloqua, Visual Website Optimizer, Varnish, Google Maps (Non Paid Users), Google Font API, WordPress.org, New Relic, Nginx, Mobile Friendly, Google Maps",87998049,Series D,50000000,2021-07-22,26000000,"",627d6c0056484b000158fa78,8200,"We help companies develop the world's most productive and admired workforces. 

With the most comprehensive catalog of elearning courses from the world's top publishers, we are here to help you every step of the way, from finding courses, mapping them to your core competencies, syncing them with your LMS to increasing utilization and improving your L&D programs. Not only will you have the flexibility of multiple purchasing options from OpenSesame, you'll find it simple to use and administer your elearning courses.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b5b262f7a0700016394ec/picture
HSI,HSI,Cold,"Consumer Goods, learning - estudo",540,e-learning,wladimir.barros@paylivre.com,http://www.hsi.com,http://www.linkedin.com/company/health-&-safety-institute,https://www.facebook.com/HealthandSafetyInstitute,https://twitter.com/hsi_brands,"",Dallas,Texas,United States,"","Dallas, Texas, United States","cpr, aed, first aid, emergency care training solutions, workplace safety, compliance training solutions, continuing ed for ems, fire professionals, independent training center, instructor solutions, comprehensive learning management system, loop cpr training game, chemical management & compliance",'+1 800-447-3177,Help meet OSHA training requirements with workplace safety training. Find available workplace safety training programs and get started today.,"Postmark, Outlook, Microsoft Office 365, DigitalOcean, Hubspot, SalesLoft, Digital Ocean Spaces, Atlassian Cloud, Drift, Google Tag Manager, Shutterstock, Linkedin Login, Linkedin Marketing Solutions, YouTube, Facebook Login (Connect), Vimeo, Linkedin Widget, Hotjar, Facebook Widget, Mobile Friendly, Lotame, Wistia, Apache, Facebook Custom Audiences, Google Analytics, Ubuntu","","","","",85500000,"",627d6c0056484b000158fa7c,8000,"HSI is a leader in Environmental, Health and Safety (EHS) and workforce development software, training, and compliance solutions. Our content solutions and technology platform enable safety, HR and operations managers to train employees on necessary workforce skills, keep workers safe, and meet regulatory and operational compliance requirements.",1978,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b79199defef00018de8e9/picture
Unacademy,Unacademy,Cold,"Education, learning - estudo",8400,e-learning,wladimir.barros@paylivre.com,http://www.unacademy.com,http://www.linkedin.com/company/unacademy,http://facebook.com/unacademy,http://twitter.com/theunacademy,353 12th A Cross Road,Bengaluru,Karnataka,India,560038,"353 12th A Cross Road, Bengaluru, Karnataka, India, 560038","mobile, education, information technology, elearning, test preparation, edtech, online learning, startup, live learning",'+91 8585858585,List of supported bowsers by unacademy,"Route 53, Gmail, Google Apps, Microsoft Office 365, Zendesk, Amazon AWS, Mailchimp Mandrill, Postmark, Freshdesk, Atlassian Cloud, Typeform, React Redux, Google Plus, Mobile Friendly, iTunes, Google Play, WordPress.org, Parse.ly, Google Tag Manager, Segment.io, Google Analytics",874928400,Series H,440000000,2021-08-02,140000000,"",6285464e1727af000150061f,"8200, 8200","Unacademy aims to build the world's largest online knowledge repository for multi-lingual education. We use technology to empower great educators and create a community of self-learners. Our vision is to partner with the brightest minds and democratise education for everyone looking to learn.

Join us in our journey to change the future of education.

Visit us at unacademy.com

**Follow us on:**
twitter.com/unacademy
facebook.com/unacademy
youtube.com/user/unacademy
instagram.com/unacademy
blog.unacademy.com",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b3a2ef6caff000129f98b/picture
"Bizmates Philippines, Inc.",Bizmates Philippines,Cold,learning - estudo,590,e-learning,"",http://www.bizmates.jp,http://www.linkedin.com/company/bizmates-philippines-inc,"","","","","","","","",online business communication training,0335262659,"Start navigating our website here: learn more about Bizmates, our job and technical requirements, the application process for a Business English Trainer, and read up on our FAQs. Bizmates is the No.1 ONLINE BUSINESS ENGLISH SCHOOL in JAPAN.","Amazon CloudFront, Route 53, Gmail, Pardot, Google Apps, Zendesk, Amazon AWS, Marketo, VueJS, Atlassian Cloud, Ruby On Rails, Apache, Yahoo Retargeting, FreakOut, Facebook Custom Audiences, DoubleClick, Facebook Widget, Mobile Friendly, DoubleClick Conversion, Google AdSense, Google Tag Manager, Google Font API, Twitter Advertising, Facebook Login (Connect), Google Remarketing, Google Analytics, Nginx, Yahoo Analytics, Yahoo Tag Manager, YouTube, Google Dynamic Remarketing, Google AdWords Conversion, WordPress.org","","","","","","",62f8d906d6b934000194adf0,"","We are a new and exciting online business communication school focused on helping Japanese professionals with their business English needs. Headquartered in Japan, Bizmates is aggressively looking for energetic and goal-driven professionals of all nationalities who can help us achieve our vision of bringing the Asian business community together.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631ab15ba059660001691171/picture
freeCodeCamp,freeCodeCamp,Cold,learning - estudo,1800,e-learning,"",http://www.freecodecamp.org,http://www.linkedin.com/company/free-code-camp,https://www.facebook.com/freecodecamp,http://twitter.com/freecodecamp,725 Washington St,San Francisco,California,United States,94108,"725 Washington St, San Francisco, California, United States, 94108","education, recruiting, software engineering, training, enterprise software, software, information technology, python, linux, reactjs, technology, mongodb, git, nodejs, javascript, expressjs, programming, angularjs, instructional design",'+1 850-418-3121,"","Cloudflare DNS, Amazon SES, Gmail, Google Apps, Microsoft Office 365, CloudFlare Hosting, Stripe, CloudFlare, UptimeRobot, Digital Ocean Spaces, Netlify, Typeform, iTunes, Google AdSense, Google Analytics, Google Font API, Mobile Friendly, Bootstrap Framework, Google Play, Google Tag Manager","","","","",371000,"",63220b082937d000edf82c25,8200,"freeCodeCamp is a community of millions of people around the world who are learning to code together. Learn to code with free online courses, programming projects, and interview preparation for developer jobs. We're a 501(c)(3) public charity. Get started at: https://www.freecodecamp.org",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/622903b4aea82d000117c805/picture
edX,edX,Cold,learning - estudo,610,e-learning,"","",http://www.linkedin.com/company/edx,https://facebook.com/Harvard/,https://twitter.com/harvard,141 Portland St,Cambridge,Massachusetts,United States,02139,"141 Portland St, Cambridge, Massachusetts, United States, 02139","education technology, elearning, career advancement, online education, edtech, technology, education",'+1 617-495-1000,"","",115000000,Other,115000000,2020-02-01,1070156000,"",63220b082937d000edf82c32,8200,"edX is the education movement for restless learners. We've brought together over 40 million learners, the majority of top-ranked universities in the world, and industry-leading companies onto one global online learning platform that supports learners at every stage. And we're not stopping there—we're relentlessly pursuing our vision of a world where every learner can access education to unlock their potential, without the barriers of cost or location.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62ceb00feec11b00016b145d/picture
BYU Independent Study,BYU Independent Study,Cold,learning - estudo,160,e-learning,"",http://www.byu.edu,http://www.linkedin.com/company/byu-independent-study,https://facebook.com/byu,https://twitter.com/byu,730 E University Pkwy,Provo,Utah,United States,84604,"730 E University Pkwy, Provo, Utah, United States, 84604",accredited online university courses & accredited online high school courses,'+1 801-422-4636,"","Outlook, Microsoft Office 365, Cloudinary, Google Maps, Apache, Google Font API, Drupal, Eloqua, MailChimp, Facebook Login (Connect), Vimeo, Panopto, Ubuntu, Nginx, Google Maps (Non Paid Users), WordPress.org, Apache Coyote v1.1, OpenSSL, YouTube, Gravity Forms, Google Analytics, Django, Multilingual, Shutterstock, reCAPTCHA, CrazyEgg, Apache Coyote, AppDynamics, Google Plus, Woo Commerce, Mobile Friendly, JQuery 1.11.1, Bootstrap Framework, Google Play, Google Tag Manager, Facebook Widget, Typekit, Pure Chat","","","","",1112359000,"",63220b082937d000edf82c39,8200,"BYU Independent Study is a nonprofit, online educational program that offers more than 500 courses - middle school, high school, university, professional development and free noncredit courses.  We strive to create an online learning environment that caters to the needs of the student while providing an immersive educational experience. Enrollment is open to anyone, anytime of the year, with a full year to complete most courses.

All of our online courses are taught by certified instructors and have the high quality and rigor needed to prepare students to meet their school's graduation requirements. The courses engage students with multimedia, video, animation, and interactive labs. BYU Independent Study students register online or by phone for a course and can start their course immediately. After submitting all course assignments, students take a final exam with a certified proctor or testing center in their area. Course credit can be transferred to most educational institutions across the nation.

We understand that with shrinking budgets, larger class sizes, and great diversity comes demand for more high quality, accredited options. We are proud to support our new BYU High School Learning Suite. Whether you are interested in filling curriculum gaps, offering summer school options, or increasing college readiness, BYU High School Learning Suite is here for you. 

BYU Independent Study is a department within Continuing Education at Brigham Young University. BYU is accredited as an institution by the Northwest Commission on Colleges and Universities (NWCCU). BYU Independent Study High School and Middle School by Cognia and Middle States Association Commissions on Elementary and Secondary Schools (MSA-CESS). BYU Independent Study has won more than 30 national course awards from the University Continuing Education Association and the American Association of Collegiate Independent Study.",1921,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b47486a992f00011ee04b/picture
Uninove,Uninove,Cold,learning - estudo,5100,higher education,"",http://www.uninove.br,http://www.linkedin.com/company/proenca-educacional,https://www.facebook.com/uninoveoficial,https://twitter.com/uninoveoficial,"","","",Brazil,"",Brazil,"education, distance learning, undergraduate, graduate, management & business",'+55 11 2633-9000,Estude ainda este semestre na melhor universidade de São Paulo | Mais de 80 cursos de graduação presencial e EAD. Vestibular e ENEM. Inscreva-se hoje!,"Route 53, Outlook, DigitalOcean, Gmail, Google Apps, Microsoft Office 365, Facebook Widget, Citrix NetScaler, New Relic, Mobile Friendly, Google Font API, Facebook Custom Audiences, Open AdStream (Appnexus), Hotjar, Google Play, Multilingual, Google Tag Manager, Google Analytics, DoubleClick, Facebook Login (Connect), reCAPTCHA, YouTube","","","","",86000,"",627a5ab3780fbf0001d11493,8200,"Polo de Educação a distancia UNINOVE Campinas.
19 2103-9420
19 99706-7333
Horários: de segunda a sexta-feira das 09:00 hrs as 20:00 hrs.
Aos sábados, das 09:00 as 15:00 hrs.",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b220e69e7dd000124e3a8/picture
Udacity,Udacity,Cold,"Consumer Goods, Financial Services, Teste_13092022, learning - estudo",3900,e-learning,wladimir.barros@paylivre.com,http://www.udacity.com,http://www.linkedin.com/company/udacity,https://facebook.com/udacity,https://twitter.com/udacity,2440 W El Camino Real,Mountain View,California,United States,94040,"2440 W El Camino Real, Mountain View, California, United States, 94040","education, programming, artificial intelligence, data science, online learning, elearning, digital marketing, robotics, career advancement, careers, technology",'+1 650-938-9090,"Learn online and advance your career with courses in programming, data science, artificial intelligence, digital marketing, and more. Gain in-demand technical skills. Join today!","CloudFlare CDN, Salesforce, Route 53, Sendgrid, Gmail, Marketo, Google Apps, Zendesk, Amazon AWS, CloudFlare Hosting, Segment.io, Taboola Newsroom, Amplitude, TubeMogul, StatusPage IO, WP Engine, Atlassian Cloud, Affirm, Drift, React Redux, Mobile Friendly, Ruby On Rails, Vimeo, New Relic",241100000,Debt Financing,75000000,2020-11-03,100000000,"",627d6bb516ab570001aabcfc,8200,"With over a decade of experience creating digital talent at scale, Udacity's comprehensive solutions address the global talent shortages impacting growth, productivity, and innovation. Our exceptional curriculum, personalized mentor support, and measurable outcomes create expertise with a focus on the in-demand competencies that ensure workplace relevance.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b7976aada540001b1e8ae/picture
goFLUENT Brasil,goFLUENT Brasil,Cold,"Consumer Goods, learning - estudo",770,e-learning,wladimir.barros@paylivre.com,http://www.gofluent.com,http://www.linkedin.com/company/gofluent,https://www.facebook.com/goFLUENT,https://twitter.com/gofluent,"",Grand-Saconnex,Geneva,Switzerland,"","Grand-Saconnex, Geneva, Switzerland","english language training, elearning, language training, corporate training, blended learning, corporate language training, mobile learning, personalized learning, digital language learning, languages, language learning, digital transformation, business english",'+1 212-382-4660,"Corporate language training on the most useful languages for business: English, French, German, Italian, Mandarin, Portuguese, and Spanish.","Amazon CloudFront, Dyn Managed DNS, Route 53, Gmail, Marketo, Google Apps, Amazon AWS, Outlook, Microsoft Office 365, Amazon SES, Create React App, React, Hotjar, Nginx, Mobile Friendly, Google Font API, Vimeo, Google Tag Manager, Bootstrap Framework, WordPress.org","","","","",18000000,"",627d6bde9ac54a0001cd1cef,8200,goFLUENT offers online English language learning and corporate training sessions for organizations.,2000,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bc992d8f7ca000170aff5/picture
Thought Industries,Thought Industries,Cold,"Consumer Goods, learning - estudo",210,e-learning,wladimir.barros@paylivre.com,http://www.thoughtindustries.com,http://www.linkedin.com/company/thought-industries,https://www.facebook.com/thoughtindustries/,https://twitter.com/thoughtind,6 Liberty Sq,Boston,Massachusetts,United States,02109-5800,"6 Liberty Sq, Boston, Massachusetts, United States, 02109-5800","professional training, certification, extended enterprise learning, customer learning, elearning software, lms solutions, customer training, customer onboarding, customer education, customer retention, customer churn, customer engagement, customer experience, customer lifecycle management, software, blended learning, vilt",'+1 866-206-4011,"Thought Industries powers the business of learning with our industry-leading learning technology. We were founded in 2014 around the core belief that online learning experiences should be modern, intuitive, engaging, and scalable. Today, our growing team builds and maintains the only learning solution with completely native tools and integrations that drive higher engagement, learner proficiency, and retention rates for our customers.","CloudFlare CDN, Route 53, Mailchimp Mandrill, Sendgrid, Gmail, Google Apps, Microsoft Office 365, Amazon AWS, CloudFlare Hosting, StatusPage IO, Hubspot, Zendesk, WP Engine, Atlassian Cloud, Netlify, Drift, Appcues, React Redux, Cvent, Wistia, Google Analytics, Mobile Friendly, Hotjar, Google Tag Manager, WordPress.org, Google AdSense, Multilingual, Stripe","",Other,"",2019-09-01,17800000,"",627d6c35c2bba300011df184,"7372, 7372","Thought Industries, headquartered in Boston, Massachusetts, is the world's leading B2B customer education and external training platform provider. Thought Industries powers the business of learning for companies ranging from midmarket enterprises to Fortune 500, helping transform how they build, deploy, and scale profitable, global online learning operations. 

Hundreds of customers and brands use the platform to reach, teach, and engage their learning audiences. With enterprise-level delivery and monetization tools, businesses, organizations, and associations are able to deliver engaging, fully-branded learning experiences to their audiences. 

The comprehensive capabilities of the Thought Industries platform enriches every aspect of online learning—surpassing the features of a typical LMS. Powerful, easy-to-use tools enable organizations to create online courses, manage online learning business, train customers, and get to market quickly and cost-effectively.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631c0a1dd361220001a61111/picture
PlanetSpark,PlanetSpark,Cold,"joao, learning - estudo",3000,e-learning,wladimir.barros@paylivre.com,http://www.planetspark.in,http://www.linkedin.com/company/planet-spark,http://www.facebook.com/myplanetspark,https://twitter.com/myplanetspark,"",Gurugram,Haryana,India,"","Gurugram, Haryana, India","education, k-12 education, educational games, learning solutions, technology, educational products, innovation",'+91 80 4719 3333,PlanetSpark platform leverages powerful technology to provide live online classes to K8 learners on Public Speaking and Creative Writing skills. PlanetSpark is,"Route 53, Gmail, Google Apps, Amazon AWS, Atlassian Cloud, React Redux, Facebook Custom Audiences, Google Analytics, Ruby On Rails, Google Play, ShareThis, Taboola, Bing Ads, New Relic, Google Tag Manager, Facebook Widget, Nginx, Google Font API, Ubuntu, Linkedin Marketing Solutions, Facebook Login (Connect), Kaltura, Twitter Advertising, reCAPTCHA, Mobile Friendly",14171669,Series B,13500000,2021-12-01,2000000,"",62852925dd236b0001bfa9fe,7372,PlanetSpark is an India-based E-learning platform that offers gamified online classes on public speaking and creative writing skills for kids.,2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631c044d2f7cfb0001108b4d/picture
Skill-Lync,Skill-Lync,Cold,"joao, learning - estudo",2100,e-learning,wladimir.barros@paylivre.com,http://www.skill-lync.com,http://www.linkedin.com/company/edxengine,"",https://twitter.com/EdXengine,"",Chennai,Tamil Nadu,India,"","Chennai, Tamil Nadu, India","social media, education, sales & marketing, marketplaces, e-commerce platforms, online education, information technology, consumer internet, internet, mechanical engineering, automotive engineering, skill development, elearning, industryoriented, engineering, computational fluid dynamics, civil engineering, automobile engineering, aerospace engineering, projects, finite element analysis, india, courses, production, industry experts, jobs, electrical engineering",'+91 89398 50851,Skill-Lync offers industry relevant advanced engineering courses for engineering students by partnering with industry experts.,"Cloudflare DNS, Gmail, Google Apps, Microsoft Office 365, Amazon AWS, CloudFlare Hosting, Digital Ocean Spaces, Linkedin Marketing Solutions, Google Tag Manager, LeadSquared, Facebook Widget, YouTube, Nginx, Mobile Friendly, Cloudinary, Facebook Custom Audiences, Facebook Login (Connect), Bootstrap Framework, Yahoo Analytics",20015931,Series A,17515931,2021-08-02,2000000,"",62852925dd236b0001bfa9ff,"","Skill-Lync is an India-based edutech platform that offers courses such as mechanical, electrical, civil, and computer science engineering for students.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6228947a251de30001c42c0a/picture
Linda,Linda,Cold,learning - estudo,400,e-learning,"",http://www.lynda.com,http://www.linkedin.com/company/lynda-com,"",http://twitter.com/Compilr,"","","","","","","saas, education, developer tools, collaboration, enterprise software, internet, information technology, software, web development, elearning, software training, creative skills, design skills, web design, video tutorials, 3d software training, business skills, photography training, audio tutorials, cad training",'+1 805-477-3900,"Learn software, creative, and business skills to achieve your personal and professional goals. Join today to get access to thousands of courses.","NSOne, Gmail, Marketo, Google Apps, Microsoft Office 365, Zuora, Bootstrap Framework, ASP.NET, Citrix NetScaler, Mobile Friendly, Google Analytics, AddThis",289000000,Series B,186000000,2015-01-14,260000000,"",62a79adb6111a4000152e783,"8200, 8200","Lynda is an online education company that offers video courses in software, creative and business skills.",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b7738543c3a0001044738/picture
Data Science Academy,Data Science Academy,Cold,learning - estudo,130,e-learning,"",http://www.datascienceacademy.com.br,http://www.linkedin.com/company/data-science-academy,https://www.facebook.com/dsacademybr,https://twitter.com/dsacademybr,Scn Quadra 2 Bloco K,Brasília,Federal District,Brazil,73310-321,"Scn Quadra 2 Bloco K, Brasília, Federal District, Brazil, 73310-321","treinamento online, big data, educacao tecnologica, ciencia de dados, inteligencia artificial, blockchain, data science, chatbots","","","Mailchimp Mandrill, Google Cloud Hosting, VueJS, Learnworlds, Hubspot, Vimeo, Google Play, Facebook Login (Connect), WordPress.org, Zendesk, Mobile Friendly, Bootstrap Framework v3.2.0, Nginx, Google Tag Manager, Bootstrap Framework, Facebook Widget","","","","","","",63220b082937d000edf82c26,"","Portal de Capacitação Online em Data Science, Big Data, Analytics,  Inteligência Artificial, Blockchain e tecnologias relacionadas, 100% online e 100% em português. O futuro é agora!",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6312d7b26d713f000103fbb3/picture
Coding Club,Coding Club,Cold,learning - estudo,570,e-learning,"",http://www.codingclub.tech,http://www.linkedin.com/company/coding-club,"","","",New Delhi,Delhi,India,110001,"New Delhi, Delhi, India, 110001","",'+91 76692 35465,"",Amazon AWS,"","","","","","",63220b082937d000edf82c27,"","Coding Club India is a community of coders among top engineering colleges in India. Coding club India organises events and shares sessions from Alumni, coders, hackers, mentors. Sessions are taken by experts, coding club mentors, coding club members by inviting external or within community people.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631f1e59d873d30001d73d90/picture
Vedantu,Vedantu,Cold,learning - estudo,5000,e-learning,"",http://www.vedantu.com,http://www.linkedin.com/company/vedantu,https://www.facebook.com/VedantuInnovations,http://twitter.com/vedantu_learn,Sarjapur Road,Bengaluru,Karnataka,India,560034,"Sarjapur Road, Bengaluru, Karnataka, India, 560034","mobile, education, technology, k-12 education, information technology, online learning, live online tutoring, online tuitions, blended learning, marketplace of tutors, personalized live one to one tutoring, online teaching jobs, teacher recruitment, vacancies",'+91 98866 02456,"Join Vedantu live online classes for K12, CBSE, ICSE, JEE & NEET courses led by experienced master teachers and prepare for your exam more effectively. Enroll Now.","Route 53, Amazon SES, Mailchimp Mandrill, Gmail, Google Apps, MailChimp SPF, Amazon AWS, Segment.io, SendInBlue, Datadog, Salesforce, React Redux, JQuery 1.11.1, Google Play, KISSmetrics, Google Tag Manager, Facebook Widget, Nginx, Google Analytics, AngularJS, Facebook Custom Audiences, Facebook Login (Connect), Ubuntu, YouTube, Google Font API, Mobile Friendly, Google AdWords Conversion, WordPress.org",412330259,Series E,2000000,2022-02-01,65000000,"",63220b082937d000edf82c31,7372,"Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.

On it, students can pick from a pool of India's best teachers and learn from them via LIVE interactive classes. With its superior learning platform, Vedantu ensures that students can get their doubts solved instantly, take part in quizzes & activities and have a personalised learning experience from India's best teachers.

By making LIVE learning engaging and fun, Vedantu students consistently perform well and produce great results!

To learn more and try out a free class, visit bit.ly/Vedantu",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bf4df9ca6f40001c1bcde/picture
Unipar,Unipar,Cold,learning - estudo,15,e-learning,"",http://www.unipar.br,http://www.linkedin.com/company/13982321,"","","","",State of Paraná,Brazil,"","State of Paraná, Brazil","extensao, graduacao, posgraduacao",08006014031,"Um espaço para o seu talento. Cursos de Graduação, Especialização, Mestrado e Doutorado. Curso de Medicina. Faça já sua inscrição para o Vestibular 2022.","Sendgrid, Gmail, Google Apps, DreamHost SSL, Shutterstock, Gunicorn, Linkedin Marketing Solutions, Facebook Custom Audiences, Facebook Login (Connect), Google Analytics, reCAPTCHA, Google Dynamic Remarketing, Django, Mobile Friendly, Google Tag Manager, Facebook Widget, Nginx, Apache","","","","","","",627963d98e8f2e000150bea8,"","Acreditamos no ensino aliado ao seu tempo e à sua comodidade, conectando os seus sonhos ao futuro. Com 45 anos de tradição, somos uma Universidade que acredita no conhecimento, na Educação a Distância e na capacidade que ela tem de transformar o mundo.",1972,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/61869c484e19e40001077d11/picture
Coursera,Coursera,Cold,"Consumer Goods, Financial Services, Teste_13092022, learning - estudo",3800,e-learning,wladimir.barros@paylivre.com,http://www.coursera.org,http://www.linkedin.com/company/coursera,http://www.facebook.com/coursera,http://www.twitter.com/coursera,381 East Evelyn Avenue,Mountain View,California,United States,94041,"381 East Evelyn Avenue, Mountain View, California, United States, 94041","mobile, education, content, information technology, media, technology, internet",'+1 650-963-9884,"Learn online and earn valuable credentials from top universities like Yale, Michigan, Stanford, and leading companies like Google and IBM. Join Coursera for free and transform your career with degrees, certificates, Specializations, & MOOCs in data science, computer science, business, and dozens of other topics.","Salesforce, Route 53, Amazon SES, Mailchimp Mandrill, Postmark, Sendgrid, Gmail, Google Apps, Microsoft Office 365, Amazon AWS, Amazon CloudFront, Amazon Elastic Load Balancer, Rackspace MailGun, Backbone JS Library, StatusPage IO, Marketo, iCIMS, Atlassian Cloud, Drift, OneTrust, Zendesk, React, Google Play, Multilingual, Google Font API, Google Tag Manager, Bootstrap Framework, WordPress.org, Gauges, Nginx, iTunes, Mobile Friendly, reCAPTCHA, Google Analytics, New Relic",1004190000,Other,519090000,2021-03-01,447358000,"",627d6bb516ab570001aabcee,8200,"Coursera was launched in 2012 by two Stanford Computer Science professors, Andrew Ng and Daphne Koller, with a mission to provide universal access to world-class learning. It is now one of the largest online learning platforms in the world, with 102 million registered learners as of March 31, 2022. Coursera partners with over 250 leading university and industry partners to offer a broad catalog of content and credentials, including courses, Specializations, Professional Certificates, Guided Projects, and bachelor's and master's degrees. Institutions around the world use Coursera to upskill and reskill their employees, citizens, and students in fields such as data science, technology, and business. Coursera became a B Corp in February 2021.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631aebe250b2e60001569a1a/picture
Skillsoft,Skillsoft,Cold,"Consumer Goods, learning - estudo",2600,e-learning,wladimir.barros@paylivre.com,http://www.skillsoft.com,http://www.linkedin.com/company/skillsoft,https://www.facebook.com/skillsoft,https://twitter.com/skillsoft,300 Innovative Way,Nashua,New Hampshire,United States,03062,"300 Innovative Way, Nashua, New Hampshire, United States, 03062","elearning, training, learning solutions, courseware, learning management system, content development, compliance, leadership, certifications, learning management",'+353 1 218 1000,Explorez les solutions de formation de Skillsoft pour les entreprises. Nous vous proposons de nombreux contenus pour la formation professionnelle des salariés au travers d'une plateforme d'apprentissage innovante.,"CSC Corporate Domains, Outlook, Marketo, Microsoft Office 365, Amazon AWS, VueJS, WP Engine, Active Campaign, Salesforce, Atlassian Cloud, Salesforce Live Agent, Netlify, Drift, OneTrust, Mobile Friendly, Nginx, iTunes, Apache, Visual Website Optimizer, Facebook Login (Connect), Google Font API, Linkedin Marketing Solutions, Facebook Widget, JW Player, Bootstrap Framework, Google Play, Quantcast, YouTube, Gettyimages, WordPress.org, Segment.io, Facebook Custom Audiences, DoubleClick, Google Tag Manager",705000000,Debt Financing,480000000,2021-07-01,670662000,"",627d6bbd2e76930001446bc4,8200,"Skillsoft (NYSE: SKIL) is a global leader in corporate digital learning, focused on transforming today's workforce for tomorrow's economy. The Company provides enterprise learning solutions designed to prepare organizations for the future of work, overcome critical skill gaps, drive demonstrable behavior-change, and unlock the potential in their people. Skillsoft offers a comprehensive suite of premium, original, and authorized partner content, including one of the broadest and deepest libraries of leadership & business skills, technology & developer, and compliance curricula. With access to a broad spectrum of learning options (including video, audio, books, bootcamps, live events, and practice labs), organizations can meaningfully increase learner engagement and retention. Skillsoft's offerings are delivered through Percipio, its award-winning, AI-driven, immersive learning platform purpose built to make learning easier, more accessible, and more effective. Learn more at www.skillsoft.com. 
Skillsoft provides a comprehensive selection of cloud-based corporate learning content, including courses, videos, books, and other resources on Leadership Development, Business Skills, Digital Transformation, Technology & Developer, and Compliance. Percipio's intuitive design engages modern learners and its consumer-led experience assists in accelerating learning. The SumTotal suite delivers measurable impact across that entire employee lifecycle via award-winning technology that powers talent acquisition, learning management and talent management.
 
Skillsoft is trusted by thousands of the world's leading organizations, including many within the Fortune 500.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631bd84b93948000013c92ba/picture
